URL: /
Timestamp: Wed Jun 29 2022 16:12:09 GMT+0100 (British Summer Time)

URL: /favicon.ico
Timestamp: Wed Jun 29 2022 16:12:09 GMT+0100 (British Summer Time)

URL: /documentation
Timestamp: Wed Jun 29 2022 16:12:15 GMT+0100 (British Summer Time)

::1 - - [25/Jul/2022:10:44:41 +0000] "GET /users/test/ HTTP/1.1" 404 150 "-" "PostmanRuntime/7.29.0"
::1 - - [25/Jul/2022:10:45:34 +0000] "GET /users/cartoon36/ HTTP/1.1" 404 155 "-" "PostmanRuntime/7.29.0"
::1 - - [25/Jul/2022:10:46:48 +0000] "GET /users/test/ HTTP/1.1" 404 150 "-" "PostmanRuntime/7.29.0"
::1 - - [25/Jul/2022:10:46:51 +0000] "POST /users/test/ HTTP/1.1" 404 151 "-" "PostmanRuntime/7.29.0"
::1 - - [25/Jul/2022:10:47:02 +0000] "POST /user/test/ HTTP/1.1" 404 150 "-" "PostmanRuntime/7.29.0"
::1 - - [25/Jul/2022:10:47:07 +0000] "POST /user/ HTTP/1.1" 404 145 "-" "PostmanRuntime/7.29.0"
::1 - - [25/Jul/2022:10:47:13 +0000] "GET /users HTTP/1.1" 404 144 "-" "PostmanRuntime/7.29.0"
::ffff:127.0.0.1 - - [25/Jul/2022:10:47:22 +0000] "GET / HTTP/1.1" 200 28 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:102.0) Gecko/20100101 Firefox/102.0"
::ffff:127.0.0.1 - - [25/Jul/2022:10:47:22 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost:8080/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:102.0) Gecko/20100101 Firefox/102.0"
::ffff:127.0.0.1 - - [25/Jul/2022:10:47:28 +0000] "GET /users HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:102.0) Gecko/20100101 Firefox/102.0"
::1 - - [25/Jul/2022:10:56:01 +0000] "GET /users/test HTTP/1.1" 404 149 "-" "PostmanRuntime/7.29.0"
::1 - - [25/Jul/2022:10:57:37 +0000] "GET /users/minik HTTP/1.1" 404 150 "-" "PostmanRuntime/7.29.0"
::1 - - [25/Jul/2022:10:57:49 +0000] "GET /users/cartoon36 HTTP/1.1" 404 154 "-" "PostmanRuntime/7.29.0"
::1 - - [25/Jul/2022:14:58:45 +0000] "DELETE /movies HTTP/1.1" 404 148 "-" "PostmanRuntime/7.29.0"
::1 - - [25/Jul/2022:15:12:37 +0000] "POST /%20%09/users HTTP/1.1" 404 152 "-" "PostmanRuntime/7.29.0"
::1 - - [25/Jul/2022:19:53:25 +0000] "GET /movies/genre/Drama HTTP/1.1" 404 157 "-" "PostmanRuntime/7.29.0"
